연도,유형구분,세부유형,시도,행정구,학교명,본분교,학교상태,설립,남여공학,우편번호,도로명주소,연락처,팩스번호,홈페이지,
2016,특목고,공업고등학교,전북,익산시,전북기계공업고등학교,본교,기존(원)교,국립,남여공학,546-22 ,전라북도 익산시 인북로32길 41 (남중동),063-720-5339,063-842-3519,http://cmt.or.kr,
2016,일반고,일반고등학교,전북,익산시,전북제일고등학교,본교,기존(원)교,사립,남여공학,546-67 ,전라북도 익산시 학곤로 19 (평화동),063-840-9730,063-841-5911,http://jbjeil.hs.kr,
2016,특성화고(직업),상업고등학교,전북,익산시,진경여자고등학교,본교,기존(원)교,사립,여자,545-34 ,전라북도 익산시 황등면 황등서로 40-92 (황등면),063-856-6032,063-856-7056,www.jingyeong.hs.kr,
2016,일반고,일반고등학교,전북,익산시,함열고등학교,본교,기존(원)교,공립,남자,545-11 ,전라북도 익산시 함열읍 와리3길 19-3 . 함열고등학교 (함열읍),063-861-0887,063-862-1672,http://hamyol.hs.kr,
2016,일반고,일반고등학교,전북,익산시,함열여자고등학교,본교,기존(원)교,사립,여자,545-10 ,전라북도 익산시 익산대로 1852 (함열읍.함열여자고등학교),063-861-1080,063-862-1075,http://hygchs.hs.kr,
2016,일반고,일반고등학교,전북,정읍시,배영고등학교,본교,기존(원)교,사립,남자,561-53 ,전라북도 정읍시 동학로 243 . 배영고등학교 (흑암동),063-533-4123,063-536-2519,http://www.baeyoung.hs.kr,
2016,일반고,일반고등학교,전북,정읍시,서영여자고등학교,본교,기존(원)교,사립,여자,561-76 ,전북 정읍시 명덕1길 66-10 (수성동.서영여자고등학교),063-530-2323,063-532-6014,http://www.seoyoung.hs.kr,
2016,일반고,일반고등학교,전북,정읍시,신태인고등학교,본교,기존(원)교,사립,남자,561-04 ,전라북도 정읍시 신태인읍 서태길 108 . 신태인고등학교 (신태인읍),063-571-2124,063-571-0023,http://www.sintaein.hs.kr,
2016,일반고,일반고등학교,전북,정읍시,왕신여자고등학교,본교,기존(원)교,사립,여자,561-06 ,전라북도 정읍시 신태인읍 정신로 1094 (신태인읍),063-571-2184,063-571-2239,http://www.wsh.hs.kr,
2016,일반고,일반고등학교,전북,정읍시,인상고등학교,본교,기존(원)교,사립,남여공학,561-01 ,전라북도 정읍시 신태인읍 벽골제로 34 (신태인읍),063-571-6017,063-571-6015,http://www.insang.hs.kr,
2016,일반고,일반고등학교,전북,정읍시,정읍고등학교,본교,기존(원)교,공립,남자,562-05 ,전라북도 정읍시 정읍사로 594 . 정읍고등학교 (시기동),063-700-0204,063-700-0298,http://jeonggo.hs.kr,
2016,일반고,일반고등학교,전북,정읍시,정읍여자고등학교,본교,기존(원)교,공립,여자,561-91 ,전라북도 정읍시 충정로 56-11 (상동),063-535-4546,063-535-7665,http://www.chongup-gh.hs.kr/,
2016,특성화고(직업),농림업고등학교,전북,정읍시,정읍제일고등학교,본교,기존(원)교,공립,남여공학,561-80 ,전북 정읍시 충정로 252 (수성동.정읍제일고등학교),063-530-1702,063-535-9141,www.jjh.hs.kr,
2016,일반고,일반고등학교,전북,정읍시,정주고등학교,본교,기존(원)교,사립,남여공학,561-96 ,전라북도 정읍시 정주1길 42 정주고등학교 (금붕동),063-530-5300,063-536-8791,http://jb-chongju.hs.kr,
2016,특성화고(직업),공업고등학교,전북,정읍시,칠보고등학교,본교,기존(원)교,공립,남여공학,561-28 ,전라북도 정읍시 칠보면 건흥길 26-5 (칠보면),063-531-1584,063-531-1585,http://chilbo.hs.kr,
2016,일반고,일반고등학교,전북,정읍시,태인고등학교,본교,기존(원)교,사립,남여공학,561-15 ,전라북도 정읍시 태인면 석지로 1469 (태인면),063-534-4994,063-534-0797,http://www.taein.hs.kr/,
2016,특성화고(직업),가사고등학교,전북,정읍시,학산고등학교,본교,기존(원)교,사립,여자,561-92 ,전라북도 정읍시 학산로 89 (상동),063-570-1501,063-570-1588,http://www.h-s.hs.kr,
2016,일반고,일반고등학교,전북,정읍시,호남고등학교,본교,기존(원)교,사립,남자,562-02 ,전라북도 정읍시 정읍남로 1364-13 . 초산동 (시기동),063-537-7183,063-537-7182,www.honam.hs.kr,
2016,일반고,일반고등학교,전북,남원시,남원고등학교,본교,기존(원)교,공립,남자,557-28 ,전라북도 남원시 만인로 43 (향교동),063-630-7900,063-632-7932,http://www.namwon.hs.kr,
2016,일반고,일반고등학교,전북,남원시,남원국악예술고등학교,본교,기존(원)교,사립,남여공학,557-35 ,전라북도 남원시 용성로 323 (월락동.남원국악고등학교),063-632-7701,063-631-0865,www.nwit.hs.kr,
2016,일반고,일반고등학교,전북,남원시,남원서진여자고등학교,본교,기존(원)교,사립,여자,557-35 ,전라북도 남원시 낙현길 17-14 (월락동.서진여고),063-631-1333,063-631-1336,http://seojin.hs.kr,
2016,일반고,일반고등학교,전북,남원시,남원여자고등학교,본교,기존(원)교,공립,여자,557-46 ,전라북도 남원시 광천북길 229-11 (왕정동),063-633-9993,063-631-1606,http://www.jb-nwgirls.hs.kr,
2016,특성화고(직업),농림업고등학교,전북,남원시,남원용성고등학교,본교,기존(원)교,공립,남여공학,557-37 ,전라북도 남원시 농고길 41 (도통동),063-631-1341,063-631-1297,http://yongsung.hs.kr,
2016,특성화고(직업),가사고등학교,전북,남원시,남원제일고등학교,본교,기존(원)교,사립,남여공학,558-01 ,전라북도 남원시 노송로 1206 (노암동),063-630-9003,063-630-9010,http://www.nfirst.hs.kr,
2016,일반고,일반고등학교,전북,남원시,성원고등학교,본교,기존(원)교,사립,남자,557-42 ,전라북도 남원시 대복사길 41 (왕정동),063-633-8581,063-631-2732,http://www.seongwon.hs.kr/,
2016,일반고,일반고등학교,전북,남원시,인월고등학교,본교,기존(원)교,공립,남여공학,557-15 ,전라북도 남원시 인월면 인월장터로 48 (인월면),063-636-5763,063-636-5768,http://inwol.hs.kr,
2016,특목고,농림업고등학교,전북,남원시,한국경마축산고등학교,본교,기존(원)교,공립,남여공학,557-19 ,전라북도 남원시 운봉읍 황산로 952 . 한국경마축산고등학교 (운봉읍),063-634-2031,063-634-2033,http://www.horseman.hs.kr,
2016,일반고,일반고등학교,전북,김제시,김제고등학교,본교,기존(원)교,공립,남여공학,544-13 ,전라북도 김제시 남북2길 25 (신풍동),063-546-8393,063-547-3373,http://www.gimje.hs.kr,
2016,일반고,일반고등학교,전북,김제시,김제서고등학교,본교,기존(원)교,사립,남여공학,544-19 ,전라북도 김제시 죽산면 해학로 17 . 김제서고등학교 (죽산면),063-546-2772,063-546-2775,http://kimjeseo.hs.kr,
2016,일반고,일반고등학교,전북,김제시,김제여자고등학교,본교,기존(원)교,공립,여자,543-93 ,전라북도 김제시 중앙로 193 (신풍동),063-544-2512,063-546-3328,http://www.gimjeygo.hs.kr,
2016,특성화고(직업),농림업고등학교,전북,김제시,김제자영고등학교,본교,기존(원)교,공립,남여공학,544-11 ,전라북도 김제시 남북9길 23 (신풍동.자영고등학교),063-546-5311,063-546-8426,http://www.kjah.hs.kr,
2016,일반고,일반고등학교,전북,김제시,덕암고등학교,본교,기존(원)교,사립,남여공학,543-64 ,전라북도 김제시 하공로 9 . 덕암고등학교 (서암동),063-544-2204,063-546-0680,www.deogamgo.hs.kr,
2016,특성화고(직업),상업고등학교,전북,김제시,덕암정보고등학교,본교,기존(원)교,사립,남여공학,543-64 ,전라북도 김제시 하공로 9 (서암동. 덕암정보고등학교),063-544-2205,063-546-1189,http://www.deogam.hs.kr,
2016,일반고,일반고등학교,전북,김제시,동국대학교사범대학부속금산고등학교,본교,기존(원)교,사립,남여공학,543-47 ,전라북도 김제시 금산면 모악로 47 (금산면.금산 중고등학교),063-544-0722,063-542-7026,http://www.ksch.hs.kr,
2016,일반고,일반고등학교,전북,김제시,만경고등학교,본교,기존(원)교,사립,남자,543-07 ,전라북도 김제시 만경읍 능제로 29 . 만경고등학교 (만경읍),063-542-5722,063-543-6077,http://mankyung.hs.kr,
2016,일반고,일반고등학교,전북,김제시,만경여자고등학교,본교,기존(원)교,사립,여자,543-07 ,전라북도 김제시 만경읍 만경로 823 . 만경여자고등학교 (만경읍),063-542-5884,063-545-2563,http://www.mangyeong-g.hs.kr/,
2016,특성화고(대안),일반고등학교,전북,김제시,지평선고등학교,본교,기존(원)교,사립,남여공학,543-14 ,전라북도 김제시 성덕면 성동길 183-4 . 지평선고등학교 (성덕면),063-544-3155,063-544-3151,http://www.jipyeongseon.kr/,
2016,일반고,일반고등학교,전북,완주군,고산고등학교,본교,기존(원)교,공립,남여공학,553-08 ,전라북도 완주군 고산면 고산천로 551-23 . 고산고등학교 (고산면),063-262-4370,063-262-4272,http://jb-gosan.hs.kr,
2016,특성화고(직업),공업고등학교,전북,완주군,삼례공업고등학교,본교,기존(원)교,공립,남여공학,553-43 ,전라북도 완주군 삼례읍 삼례역로 41-1 .  삼례공업고등학교 (삼례읍),063-291-4913,063-291-0774,http://samrye.hs.kr,
2016,특성화고(대안),일반고등학교,전북,완주군,세인고등학교,본교,기존(원)교,사립,남여공학,553-05 ,전라북도 완주군 화산면 화산로 1486 (화산면.세인고등학교),063-261-0076,063-261-0078,http://www.seine.hs.kr,
2016,일반고,일반고등학교,전북,완주군,완주고등학교,본교,기존(원)교,사립,남여공학,553-26 ,전라북도 완주군 봉동읍 봉동로 172 . 완주고등학교 (봉동읍),063-261-2619,063-261-7274,http://wanju.hs.kr,
2016,특목고,체육고등학교,전북,완주군,전북체육고등학교,본교,기존(원)교,공립,남여공학,553-47 ,전라북도 완주군 소양면 원암로 46 (소양면),063-249-2200,063-249-2290,http://jbsports.hs.kr/,
2016,특목고,예술고등학교,전북,완주군,전주예술고등학교,본교,기존(원)교,사립,남여공학,553-62 ,전라북도 완주군 구이면 신전길 120 . 전주예술고 (구이면),063-222-2172,063-222-2331,http://www.fineart.hs.kr,
2016,특성화고(직업),공업고등학교,전북,완주군,한국게임과학고등학교,본교,기존(원)교,사립,남여공학,553-00 ,전라북도 완주군 운주면 대둔산로 1336 . 한국게임과학고등학교 (운주면),063-261-0700,063-263-0701,http://www.game.hs.kr,
2016,일반고,일반고등학교,전북,완주군,한별고등학교,본교,기존(원)교,공립,여자,553-42 ,전라북도 완주군 삼례읍 충혼안길 20 (삼례읍),070-8730-0701,063-291-0080,http://www.hanbyeol.hs.kr,
2016,일반고,일반고등학교,전북,진안군,마령고등학교,본교,기존(원)교,공립,남여공학,554-51 ,전라북도 진안군 마령면 임진로 2076 (마령면),063-432-2518,063-432-8725,http://mrhs.hs.kr,
2016,일반고,일반고등학교,전북,진안군,안천고등학교,본교,기존(원)교,공립,남여공학,554-07 ,전라북도 진안군 안천면 진무로 3071-9 (안천면.안천 초.중고등학교),063-432-4072,063-432-4137,http://www.ancheon.hs.kr,
2016,특성화고(직업),공업고등학교,전북,진안군,진안공업고등학교,본교,기존(원)교,공립,남여공학,554-24 ,전라북도 진안군 진안읍 상역로 96 (진안읍),063-433-2606,063-433-5704,http://jinan.hs.kr,
2016,일반고,일반고등학교,전북,진안군,진안제일고등학교,본교,기존(원)교,공립,남여공학,554-37 ,전라북도 진안군 진안읍 대광3길 25-5 . 진안제일고등학교 (진안읍),063-432-3041,063-432-3044,http://jajeil.hs.kr,
2016,특성화고(직업),농림업고등학교,전북,진안군,한국한방고등학교,본교,기존(원)교,사립,남여공학,554-40 ,전라북도 진안군 진안읍 임진로 2765 . 한국한방고등학교 (진안읍),063-433-9900,063-433-7676,http://www.khb.hs.kr/,
2016,일반고,일반고등학교,전북,무주군,무주고등학교,본교,기존(원)교,공립,남여공학,555-19 ,전라북도 무주군 무주읍 한수로 32 (무주읍.무주고등학교),063-322-2016,063-324-2369,http://muju.hs.kr,
2016,일반고,일반고등학교,전북,무주군,무풍고등학교,본교,기존(원)교,공립,남여공학,555-59 ,전라북도 무주군 무풍면 대덕산로 914 (무풍면),063-324-4417,063-324-7710,http://mupung.ms.kr,
2016,일반고,일반고등학교,전북,무주군,설천고등학교,본교,기존(원)교,공립,남여공학,555-49 ,전라북도 무주군 설천면 하평지길 19 (설천면),063-324-7507,063-324-8250,http://www.sulchon.hs.kr,
2016,일반고,일반고등학교,전북,무주군,안성고등학교,본교,기존(원)교,공립,남여공학,555-36 ,전라북도 무주군 안성면 구량천로 147 . 안성고등학교 (안성면),063-323-0274,063-323-2042,http://www.ansung.hs.kr,
2016,특성화고(대안),일반고등학교,전북,무주군,푸른꿈고등학교,본교,기존(원)교,사립,남여공학,555-34 ,전라북도 무주군 안성면 진성로 2312-9 . 푸른꿈고등학교 (안성면),063-323-2058,063-323-2059,http://www.purunkum.hs.kr,
2016,일반고,일반고등학교,전북,장수군,백화여자고등학교,본교,기존(원)교,사립,여자,556-17 ,전라북도 장수군 장계면 백화로 4-31 . 백화여자고등학교 (장계면),063-351-0106,063-353-0609,http://baekhwa.hs.kr,
2016,일반고,일반고등학교,전북,장수군,산서고등학교,본교,기존(원)교,공립,남여공학,556-47 ,전라북도 장수군 산서면 보산로 1852-6 (산서면),063-351-4136,063-351-3356,http://www.sanseo.hs.kr,
2016,특성화고(직업),공업고등학교,전북,장수군,장계공업고등학교,본교,기존(원)교,공립,남여공학,556-12 ,전라북도 장수군 장계면 장계7길 3 (장계면),063-351-1518,063-353-1591,http://www.janggye.hs.kr,
2016,일반고,일반고등학교,전북,장수군,장수고등학교,본교,기존(원)교,공립,남여공학,556-30 ,전라북도 장수군 장수읍 장천로 254-16 . 장수고등학교 (장수읍),063-350-5123,063-351-3289,http://www.jangsu.hs.kr,
2016,일반고,일반고등학교,전북,장수군,한국마사고등학교,본교,기존(원)교,사립,남여공학,556-20 ,전라북도 장수군 장계면 명덕길 14 . 한국마사고등학교 (장계면),063-353-2580,063-353-4580,http://www.koreamasa.hs.kr,
2016,특성화고(직업),공업고등학교,전북,임실군,오수고등학교,본교,기존(원)교,공립,남여공학,559-51 ,전라북도 임실군 오수면 충효로 2099-23 . 오수고등학교 (오수면),063-642-5080,063-642-1806,http://osu.hs.kr,
2016,일반고,일반고등학교,전북,임실군,임실고등학교,본교,기존(원)교,공립,남여공학,559-25 ,전라북도 임실군 임실읍 봉황로 257 (임실읍),063-644-7512,063-644-7518,http://imsil.hs.kr,
2016,특성화고(직업),농림업고등학교,전북,임실군,한국치즈과학고등학교,본교,기존(원)교,공립,남여공학,559-39 ,전라북도 임실군 강진면 갈담3길 48 . 강진면.한국치즈과학고등학교 (강진면),063-643-1308,063-643-6467,http://www.kcs.hs.kr,
2016,일반고,일반고등학교,전북,순창군,동계고등학교,본교,기존(원)교,공립,남여공학,560-29 ,전라북도 순창군 동계면 강동로 74 (동계면),063-652-4305,063-653-4873,www.donkhi.hs.kr,
2016,일반고,일반고등학교,전북,순창군,순창고등학교,본교,기존(원)교,사립,남여공학,560-36 ,전라북도 순창군 순창읍 옥천로 67-14 (순창읍),063-653-2792,063-653-7238,http://sunchang.hs.kr,
2016,일반고,일반고등학교,전북,순창군,순창제일고등학교,본교,기존(원)교,공립,남여공학,560-32 ,전라북도 순창군 순창읍 담순로 1411 (순창읍),063-653-1993,063-653-1990,www.scje.hs.kr,
2016,특성화고(직업),공업고등학교,전북,고창군,강호항공고등학교,본교,기존(원)교,사립,남여공학,564-48 ,전라북도 고창군 고창읍 중거리당산로 78-22 . 강호항공고등학교 (고창읍),063-560-5006,063-560-5060,http://kangho.hs.kr,
2016,일반고,일반고등학교,전북,고창군,고창고등학교,본교,기존(원)교,공립,남자,564-28 ,전라북도 고창군 고창읍 모양성로 50 . 고창고등학교 (고창읍),063-561-2443,063-561-2444,http://gochang.hs.kr,
2016,일반고,일반고등학교,전북,고창군,고창북고등학교,본교,기존(원)교,사립,남여공학,564-15 ,전라북도 고창군 흥덕면 선운대로 3714-32 . 고창북고등학교 (흥덕면),063-562-6978,063-563-1754,gochangbuk.hs.kr,
2016,일반고,일반고등학교,전북,고창군,고창여자고등학교,본교,기존(원)교,사립,여자,564-34 ,전라북도 고창군 고창읍 모양성로 95 (고창읍),063-560-3635,063-560-3640,www.gochanggirl.hs.kr,
2016,일반고,일반고등학교,전북,고창군,영선고등학교,본교,기존(원)교,사립,남여공학,564-55 ,전라북도 고창군 무장면 왕제산로 713 . 영선고등학교 (무장면),063-562-9703,063-563-0910,http://yongsun.hs.kr,
2016,일반고,일반고등학교,전북,고창군,해리고등학교,본교,기존(원)교,공립,남여공학,564-02 ,전라북도 고창군 해리면 해리중앙로 146 . 해리고등학교 (해리면),063-563-6044,063-564-7044,http://www.haeri.hs.kr/,
2016,일반고,일반고등학교,전북,부안군,백산고등학교,본교,기존(원)교,사립,남여공학,563-23 ,전라북도 부안군 백산면 백산로 379 (백산면),063-582-2053,063-583-1745,http://wwww.backsan.hs.kr,
2016,일반고,일반고등학교,전북,부안군,부안고등학교,본교,기존(원)교,공립,남자,563-18 ,전라북도 부안군 부안읍 문정로 32 (부안읍),063-584-2951,063-583-0180,http://puan.hs.kr,
2016,일반고,일반고등학교,전북,부안군,부안여자고등학교,본교,기존(원)교,사립,여자,563-18 ,전라북도 부안군 부안읍 교동1길 1 . 부안여자고등학교 (부안읍),063-584-6081,063-584-2968,www.nangju.hs.kr,
2016,특성화고(직업),상업고등학교,전북,부안군,부안여자상업고등학교,본교,기존(원)교,공립,여자,563-16 ,전라북도 부안군 부안읍 용암로 70-5 . 부안여자상업고등학교 (부안읍),063-584-4606,063-584-9122,buan.hs.kr,
2016,특성화고(직업),농림업고등학교,전북,부안군,부안제일고등학교,본교,기존(원)교,공립,남여공학,563-10 ,전라북도 부안군 행안면 춘헌길 1 . 부안제일고등학교 (행안면),063-583-2844,063-583-3482,http://www.buanat.hs.kr,
2016,일반고,일반고등학교,전북,부안군,위도고등학교,본교,기존(원)교,공립,남여공학,563-48 ,전라북도 부안군 위도면 위도로 245 . 위도중고등학교 (위도면),063-582-9822,063-583-5913,http://www.wido.ms.kr,
2016,특성화고(직업),공업고등학교,전북,부안군,줄포자동차공업고등학교,본교,기존(원)교,공립,남여공학,563-25 ,전라북도 부안군 줄포면 우포로 10 . 줄포자동차공업고등학교 (줄포면),063-584-9407,063-584-9409,http://www.jpm.hs.kr,
2016,일반고,일반고등학교,전남,목포시,목상고등학교,본교,기존(원)교,공립,남여공학,586-50 ,전라남도 목포시 소영길 13 . 목상고등학교 (용당동),061-800-0221,061-800-0227,http://moksang.hs.jne.kr,
2016,자율고,일반고등학교,전남,목포시,목포고등학교,본교,기존(원)교,공립,남자,586-49 ,전라남도 목포시 산정로224번길 11 . 목포고등학교 (용당동),061-800-7000,061-800-7099,www.mokpo.hs.jne.kr,
2016,특성화고(직업),공업고등학교,전남,목포시,목포공업고등학교,본교,기존(원)교,공립,남여공학,587-35 ,전라남도 목포시 용당로 100 (용당동),061-800-7200,061-276-2551,mokpo-mt.hs.jne.kr,
2016,일반고,일반고등학교,전남,목포시,목포덕인고등학교,본교,기존(원)교,사립,남자,587-19 ,전라남도 목포시 죽선로 39-2 . 목포덕인고등학교 (죽교동),061-240-6419,061-245-4158,http://deogin.hs.jne.kr,
2016,일반고,일반고등학교,전남,목포시,목포마리아회고등학교,본교,기존(원)교,사립,남자,586-13 ,전라남도 목포시 양을로 229 (용당동),061-279-1380,061-279-1386,http://marianist.hs.jne.kr/,
2016,특성화고(직업),상업고등학교,전남,목포시,목포성신고등학교,본교,기존(원)교,사립,남여공학,586-41 ,전라남도 목포시 상동로 87-1 . 목포성신고등학교 (상동),061-272-9552,061-279-9417,http://mpss.hs.jne.kr/,
2016,일반고,일반고등학교,전남,목포시,목포여자고등학교,본교,기존(원)교,공립,여자,587-12 ,전라남도 목포시 청호로 34 (대성동),061-800-8500,061-800-8599,http://www.mokpo-g.hs.jne.kr/,
2016,특성화고(직업),상업고등학교,전남,목포시,목포여자상업고등학교,본교,기존(원)교,사립,여자,586-44 ,전라남도 목포시 영산로 413-1 (상동),061-280-1500,061-280-1561,http://mpgch.hs.jne.kr,
2016,일반고,일반고등학교,전남,목포시,목포정명여자고등학교,본교,기존(원)교,사립,여자,587-22 ,전라남도 목포시 삼일로 45 (양동.정명여자고등학교),061-245-5903,061-245-4713,http://www.mpjm.hs.jne.kr,
2016,일반고,일반고등학교,전남,목포시,목포제일여자고등학교,본교,기존(원)교,공립,여자,586-84 ,전라남도 목포시 삼향천로 85 . 목포제일여자고등학교 (옥암동),061-260-7500,061-284-0638,http://jeil-g.hs.jne.kr,
2016,특성화고(직업),상업고등학교,전남,목포시,목포중앙고등학교,본교,기존(원)교,사립,남여공학,586-04 ,전라남도 목포시 지적로 36 (대양동),061-281-1477,061-281-1479,http://mokpojoongang.hs.jne.kr,
2016,일반고,일반고등학교,전남,목포시,목포혜인여자고등학교,본교,기존(원)교,사립,여자,587-19 ,전라남도 목포시 죽선로 39-2 목포혜인여자고등학교,061-240-6629,061-243-8270,http://mokpohyein-gh.hs.jne.kr,
2016,일반고,일반고등학교,전남,목포시,목포홍일고등학교,본교,기존(원)교,사립,남자,587-17 ,전라남도 목포시 북항로 88 . 홍일고등학교 (죽교동),061-242-7782,061-242-7792,http://hongil.hs.jne.kr/,
2016,일반고,일반고등학교,전남,목포시,문태고등학교,본교,기존(원)교,사립,남여공학,587-03 ,전라남도 목포시 용당로 138 . 문태고등학교 (용당동),061-803-3100,061-276-2563,http://moontae.hs.jne.kr,
2016,일반고,일반고등학교,전남,목포시,영흥고등학교,본교,기존(원)교,사립,남여공학,586-67 ,전라남도 목포시 삼각로43번길 9 . 영흥고등학교  (상동),061-283-6015,061-282-8679,http://yeongheung.hs.jne.kr/,
2016,일반고,일반고등학교,전남,여수시,부영여자고등학교,본교,기존(원)교,공립,여자,596-62 ,전라남도 여수시 안산1길 172-9 (안산동.부영여자고등학교),061-680-7690,061-681-7582,http://buyeong.hs.jne.kr,
2016,일반고,일반고등학교,전남,여수시,여남고등학교,본교,기존(원)교,공립,남여공학,597-86 ,전라남도 여수시 남면 우실해안길 5 (남면),061-660-0332,061-666-9995,http://yeonam.hs.jne.kr,
2016,자율고,일반고등학교,전남,여수시,여수고등학교,본교,기존(원)교,공립,남자,597-44 ,전라남도 여수시 공화남3길 10 (수정동),061-690-1301,061-664-3007,www.yeosu.hs.jne.kr,
2016,특성화고(직업),공업고등학교,전남,여수시,여수공업고등학교,본교,기존(원)교,사립,남여공학,597-29 ,전라남도 여수시 군자길 75 . 여수종고중학교  (군자동),061-660-2571,061-662-0105,http://www.yeosu-th.hs.jne.kr,
2016,특목고,공업고등학교,전남,여수시,여수석유화학고등학교,본교,기존(원)교,공립,남여공학,596-38 ,전라남도 여수시 대통1길 45 (화장동),061-688-0724,061-691-7482,http://yspetchem.hs.jne.kr,
2016,일반고,일반고등학교,전남,여수시,여수여자고등학교,본교,기존(원)교,공립,여자,597-42 ,전라남도 여수시 관문1길 41 (관문동),061-663-8070,061-663-8078,http://ysgh.hs.jne.kr,
2016,특성화고(직업),상업고등학교,전남,여수시,여수정보과학고등학교,본교,기존(원)교,사립,남여공학,597-03 ,전라남도 여수시 여문2로 148 (문수동.여수정보과학고등학교),061-650-6211,061-651-0786,http://yosuis.hs.jne.kr,
2016,일반고,일반고등학교,전남,여수시,여수중앙여자고등학교,본교,기존(원)교,사립,여자,597-26 ,전라남도 여수시 덕충6길 79 (덕충동) 중앙여자고등학교,061-660-5203,061-662-6878,http:/yscenter.hs.jne.kr,
2016,일반고,일반고등학교,전남,여수시,여수충무고등학교,본교,기존(원)교,공립,남여공학,596-30 ,전라남도 여수시 미평7길 16 (미평동),061-650-3004,061-650-3000,http://yschungmu.hs.jne.kr,
2016,특성화고(직업),수산고등학교,전남,여수시,여수해양과학고등학교,본교,기존(원)교,공립,남여공학,597-77 ,전라남도 여수시 돌산읍 돌산로 1201-18 . 여수해양과학고등학교 (돌산읍),061-644-0207,061-644-1794,http://www.ym-s.jne.kr/,
2016,일반고,일반고등학교,전남,여수시,여수화양고등학교,본교,기존(원)교,공립,남여공학,597-79 ,전라남도 여수시 화양면 화동로 203 (화양면) 여수화양고등학교,061-690-1706,061-686-6966,http://hwayang.hs.jne.kr,
2016,일반고,일반고등학교,전남,여수시,여양고등학교,본교,기존(원)교,사립,남여공학,596-49 ,전라남도 여수시 소라면 덕양로 345 . 여양고등학교 (소라면),061-689-5852,061-683-9081,http://yeoyang.hs.jne.kr,
2016,일반고,일반고등학교,전남,여수시,여천고등학교,본교,기존(원)교,공립,남자,596-34 ,전라남도 여수시 가곡길 63 . 여천고등학교 (선원동),061-690-3500,061-683-2178,http://yeocheon.hs.jne.kr,
2016,특성화고(직업),상업고등학교,전남,여수시,진성여자고등학교,본교,기존(원)교,사립,여자,597-49 ,전라남도 여수시 봉강서4길 3 (봉강동),061-640-2154,061-641-6896,www.jsg.hs.jne.kr,
2016,일반고,일반고등학교,전남,여수시,한영고등학교,본교,기존(원)교,사립,남자,597-20 ,전라남도 여수시 장군산길 18-43 . 한영고등학교 (여서동),061-650-4300,061-650-4030,http://hanyeong.hs.jne.kr,
2016,일반고,일반고등학교,전남,순천시,순천강남여자고등학교,본교,기존(원)교,사립,여자,579-47 ,전라남도 순천시 조례1길 43 (조례동. 강남여자고등학교),061-721-2101,061-721-2100,http://www.gangnam.hs.jne.kr,
2016,자율고,일반고등학교,전남,순천시,순천고등학교,본교,기존(원)교,공립,남자,579-58 ,전라남도 순천시 우석로 191 (인제동.순천고등학교),061-759-7333,061-744-2209,http://www.sunchon.jne.kr,
2016,특성화고(직업),공업고등학교,전남,순천시,순천공업고등학교,본교,기존(원)교,공립,남자,579-50 ,전라남도 순천시 유동길 50 (조례동),061-721-7585,061-721-7266,http://www.sungong.hs.jne.kr,
2016,일반고,일반고등학교,전남,순천시,순천금당고등학교,본교,기존(원)교,사립,남자,579-75 ,전라남도 순천시 기적의도서관1길 34 . 순천금당고등학교 (조례동),061-729-6600,061-723-1035,http://www.geumdang.hs.jne.kr,
2016,일반고,일반고등학교,전남,순천시,순천매산고등학교,본교,기존(원)교,사립,남자,579-40 ,전라남도 순천시 영동길 58 (매곡동),061-750-0111,061-750-0123,http://maesan.hs.jne.kr,
2016,일반고,일반고등학교,전남,순천시,순천매산여자고등학교,본교,기존(원)교,사립,여자,579-40 ,전라남도 순천시 매산길 43 . 매산여자고등학교 (매곡동),061-752-6222,061-752-6224,http://msgh.hs.jne.kr,
2016,일반고,일반고등학교,전남,순천시,순천복성고등학교,본교,기존(원)교,공립,남여공학,579-72 ,전라남도 순천시 해룡면 복성길 17 . 순천복성고등학교 (해룡면),061-720-7600,061-727-3805,http://bokseong.hs.jne.kr,
2016,일반고,일반고등학교,전남,순천시,순천여자고등학교,본교,기존(원)교,공립,여자,579-57 ,전라남도 순천시 저전길 54 (저전동. 순천여자고등학교),061-740-0546,061-743-4353,http://www.suncheon-g.hs.jne.kr,
2016,특성화고(직업),공업고등학교,전남,순천시,순천전자고등학교,본교,기존(원)교,공립,남여공학,579-06 ,전라남도 순천시 서면 순천로 86 . 순천전자고등학교 (서면),061-750-2500,061-752-7312,http://jeonja.hs.jne.kr/,
2016,일반고,일반고등학교,전남,순천시,순천제일고등학교,본교,기존(원)교,공립,남여공학,579-24 ,전라남도 순천시 중앙로 491-8 . 순천제일고등학교  (가곡동),061-750-2810,061-755-5728,http://scjeil.hs.jne.kr,
2016,특성화고(직업),상업고등학교,전남,순천시,순천청암고등학교,본교,기존(원)교,사립,여자,579-97 ,전라남도 순천시 녹색로 1641 . 순천청암고등학교 (덕월동),061-740-6767,061-743-0030,http://www.sca.hs.jne.kr,
2016,일반고,일반고등학교,전남,순천시,순천팔마고등학교,본교,기존(원)교,공립,남여공학,579-35 ,전라남도 순천시 삼산로 140 (용당동),061-804-2220,061-754-8317,http://palma.hs.jne.kr,
